page_id,Area,Projeto,Tarefa,Responsavel,Inicio,Fim,Status,Status_Original,Observacao
2a2c754a-47f4-8000-8441-f6e9232e7a8a,B.I,Avulso,Problema com BD nas novas Homes,"VS, SM",2025-11-07,2025-11-07,Concluído,Concluída,"Problema com Banco de dados na Home do Gabriel, e provavelmente nas novas homes criadas ,esta pegando as informações dos BD´S antigos e não dos novos."
2a2c754a-47f4-8008-8796-d9213e896d0e,B.I,Dashboard DBV v4,Verificar por qual motivo está -3mi no Dash Cap.,SM,2025-11-14,2025-11-14,Concluído,Concluída,
2a2c754a-47f4-8028-bbb4-fc29e7b01252,Marketing,RV nas redes,Produção Instagram,"RP, GG",2025-11-27,2025-11-27,Concluído,Concluída,"Desenvolver reels e carroséis educativos paraq o insatgram da DBV Capital

Estrutura padrão para carrossel:
• Gancho inicial
• Contexto rápido
• Valor central
• Conexão ou exemplo
• CTA final

Estrutura padrão para carrossel:
• Capa impactante
• Explicação simples
• Exemplo prático
• Dica técnica
• CTA final"
2a2c754a-47f4-803b-8946-d497a746df72,Marketing,RV nas redes,Produção Youtube,"RP, GG",2025-11-28,2025-11-28,Concluído,Concluída,"Roteirizar vídeos entre 6 e 10 minutos.Estrutura padrão:
• Abertura (20s)
• Explicação conceitual
• Aplicação prática
• Conclusão + CTA"
2a2c754a-47f4-8042-9e83-df90758402c3,B.I,Avulso,Lembrete: Clientes Sula e Icatu (Prev),SM,2025-11-05,2025-11-05,Concluído,Concluída,Realizar uma automação de envio aos assessores sobre seus clientes.
2a2c754a-47f4-8042-a03a-fc57cce69891,Marketing,Comunidade,Planejamento Editorial,"RP, GG",2026-02-02,2026-02-02,Em Andamento,Cancelado,"Definir a linha editorial da comunidade, com quatro categorias fixas de conteúdo:
1. Maiores Altas e Baixas  — análises curtas, dados e curiosidades financeiras.
2. Educação Financeira — posts educativos e explicativos.
3. Bastidores DBV — cultura, eventos e pessoas que constroem a empresa.
4. Morning Call — padrão automatizado dos dados do morning call da xp
5. Divulgação — iremos usar essa comunidade também como um canal de divulgação dos vídeos principalmente do youtube"
2a2c754a-47f4-8065-be26-cd2d94788e4b,Marketing,Comunidade,Automação e Monitoramento,"RP, GG, SM",2026-02-02,2026-02-02,Em Andamento,Cancelado,"Integrar o fluxo completo da comunidade à automação existente no Make, conectando o formulário de inscrição ao Notion.

Cada novo lead será classificado automaticamente e receberá acompanhamento de abertura e engajamento via e-mail/WhatsApp."
2a2c754a-47f4-8079-9b3d-f112d19b97a5,Marketing,Comunidade,Formulário de Inscrição,"RP, GG",2026-02-02,2026-02-02,Em Andamento,Cancelado,"Desenvolver um formulário institucional para os interessados em fazer parte da Comunidade DBV, capturando nome completo, e-mail, telefone (com DDD), cidade e tipo de cliente (PF/PJ).

Ao enviar o formulário, o contato será automaticamente integrado ao Notion (tabela de leads) e marcado com a tag “Comunidade_DBV”.

Inserir cláusula de consentimento LGPD antes do envio.

Criar automação no Make para enviar mensagem de confirmação via WhatsApp:“✅ Seu cadastro foi concluído! Agora você faz parte da Comunidade DBV Capital e receberá conteúdos exclusivos por aqui.”

A base será atualizada semanalmente, com duplicidades removidas e segmentação por público (cliente, lead, assessor)."
2a2c754a-47f4-808b-825f-fb7d6a6c0de5,Marketing,Comunidade,Estruturação da Comunidade,"RP, GG",2026-02-02,2026-02-02,Em Andamento,Cancelado,"Definir o espaço da comunidade dentro do perfil principal da DBV Capital, utilizando uma identidade visual e verbal exclusiva para esse tipo de conteúdo.

Criar destaque fixo no perfil chamado “Comunidade”.

Incluir no destaque: vídeos curtos de boas-vindas, posts explicando o propósito e reels introdutórios com assessores.

Atualizar a bio da DBV com um trecho final: “💬 Faça parte da Comunidade DBV Capital, conteúdo e conhecimento todos os dias.”

Inserir link do formulário Fillout na árvore de links (Linktree)."
2a2c754a-47f4-80c7-914a-e650172a000b,B.I,Dashboard DBV v4,Nova Aba demandas abertas (Dashboard áreas),"SM, VS",2026-03-02,2026-04-03,Não Iniciado,Não iniciado,"(19/11) [Alguém]: Sheets pronto, automações rodadas, cerca de 700 linhas
(21/11) [Samuel Monteiro]: No caso, foram 954 linhas.
Vou dar uma observada para ver se realmente bate com a realidade da Life, hoje.
(21/11) [Samuel Monteiro]: foram cerca de 30 linhas a menos. Precisaremos rever para tentar adicionar todas.
Na life hoje possui 984 demandas"
2a2c754a-47f4-80db-ad7f-fc1bdf5794aa,Marketing,Comunidade,Métricas e Resultados,"RP, GG",2026-02-02,2026-02-02,Em Andamento,Cancelado,"Gerar relatórios mensais sobre a performance da comunidade, avaliando alcance, engajamento, taxa de crescimento e geração de leads."
2a2c754a-47f4-80e0-82a2-e9437d57213b,Marketing,RV nas redes,Semana 1 - RV,RP,2025-11-19,2025-11-19,Concluído,Concluída,"(19/11) [Luiz Coimbra]: Melhorou bem a edição, mas ainda acho que pode melhorar mais, principalmente se a gente fizer o roteiro já com esse planejamento de edição. Quando for montar o roteiro no chat inclua a necessidade e ideias de edição e produção, segue um exemplo

🎬 PROMPT PADRÃO PARA PRODUÇÃO DE VÍDEO
(copie, cole e personalize os trechos entre colchetes)
Quero que você produza um roteiro completo para um vídeo no estilo [estilo do vídeo — ex: Reels rápido, institucional premium, animação 2D moderna, motion graphics, explicativo, storytelling emocional] com duração aproximada de [tempo do vídeo — ex: 30s, 1 min, 2 min].
O tema do vídeo será: [tema principal do conteúdo].
Siga exatamente as orientações abaixo ao construir o roteiro:
1. Estrutura Narrativa do Vídeo
Divida o vídeo em cortes claros com timestamps aproximados:
1. Cena 1 – Gancho (0–3s)
    ◦ Gerar uma frase forte para capturar atenção sobre [tema]
    ◦ Inserir indicação de expressão/emoção do narrador/apresentador.
2. Cena 2 – Contexto (3–8s)
    ◦ Explicar rapidamente o que é o tema.
    ◦ Frase curta e de impacto.
3. Cena 3 – Desenvolvimento (8–20s)
    ◦ Pontos principais a serem ditos, em bullet points.
    ◦ Usar analogias simples.
    ◦ Incluir exemplo visual.
4. Cena 4 – Prova social / Exemplo real (20–25s)
    ◦ Citar um caso, número, situação ou dado concreto.
5. Cena 5 – CTA (25–30s)
    ◦ Criar chamada clara e objetiva com base em *[objetivo — ex: gerar leads, reforçar autoridade, direcionar para consultoria, mandar mensagem]
    ◦ Incluir versão falada e versão escrita na tela.
2. Orientações Visuais
Inclua instruções de produção específicas:
• Paleta de cores: [ex: verde DBV #20352F com detalhes em dourado #948161]
• Tipografia sugerida: [ex: fonte clean, sem serifa, estilo minimalista]
• Transições: [ex: corte seco, transição rápida, wipe lateral]
• Animações: [ex: pop-up de palavras-chave, ícones animados, gráficos crescentes]
• Elementos gráficos fixos:
    ◦ Logo em [posição]
    ◦ Barra inferior com título curto
    ◦ Ícones relacionados ao tema (ex: finanças, proteção, dados)
• Imagens/Vídeos de apoio:
    ◦ [ex: imagens de escritório moderno, gráficos animados, pessoas assistindo, cenas de cotidiano]
3. Orientações de Tom e Linguagem
Produza o roteiro com tom:
• [consultivo, dinâmico, sério, institucional, motivacional, técnico, simples etc.]
• Frases curtas e diretas, estilo vídeo rápido.
• Evitar jargões pesados (a menos que o conteúdo exija).
• Sempre sugerir ritmo de fala.
• Sugira também trilha sonora ideal: [ex: eletrônica leve, suspense, motivacional, elegante]
4. Entrega Final
Quero que você me entregue:
1. Roteiro completo dividido por cenas
2. Legendas prontas para colar no vídeo
3. Lista de elementos gráficos para cada cena
4. Sugestão de trilha sonora e ritmo de edição
5. Versão curta do mesmo roteiro (micro roteiro) 
(19/11) [Luiz Coimbra]: acho legal a gente incluir a fala do Galipolo no vídeo, só um corte "
2a2c754a-47f4-80e6-96ec-ce28836f4f68,Marketing,RV nas redes,Publicações e Engajamento,"RP, GG",2025-12-01,2025-12-01,Em Andamento,Cancelado,"Publicar o conteúdo no domingo e o vídeo correspondente na quarta-feira.

Após a publicação, monitorar engajamento (salvamentos, compartilhamentos, tempo de retenção).

Esses dados devem ser registrados no Notion para análise mensal."
2a2c754a-47f4-80fc-b027-c1c5bfce53fb,Marketing,Avulso,O Contrato Invisível,RP,2025-11-07,2025-11-07,Concluído,Concluída,"Post institucional com abordagem emocional e disruptiva, apresentando o seguro de vida como ato de amor e compromisso, não como produto financeiro."
2a3c754a-47f4-8005-8e15-f612a5c4804f,Operações,Facilities,Facilities 2026,"LC, EP",2025-12-19,2026-03-02,Em Andamento,Em andamento,"(10/11) [Luiz Coimbra]: Liguei hoje para o Zé, ele está se recuperando e já consegue andar. Até início de dezembro já deve estar 100%

Combinei o seguinte com ele:
- enviar o valor remanescente do conserto dos vidros
- levantar e enviar a ele a cotação do insufilm  
- confirmar a data da instalação dos vidros
(10/11) [Luiz Coimbra]: Preciso enviar essas coisas hoje para ele 
(10/11) [Luiz Coimbra]: repassei tudo para o Zé Guilherme e confirmei com o Claudinho
(10/11) [Luiz Coimbra]: Zé, boa tarde!

Perdão pela demora em te retornar com as informações — acabei me enrolando ao longo do dia e só consegui finalizar tudo agora.

O orçamento do vidro ficou em R$ 3.600,00, e o pagamento feito pela seguradora foi de R$ 3.100,00. Ou seja, ficou uma diferença de R$ 500,00 que ainda precisamos acertar.
A primeira parcela, de R$ 1.800,00, já foi paga.
A segunda parcela, de R$ 1.300,00, já está em caixa.

Quanto à instalação do vidro, ela deve acontecer no fim do mês. Os vídeos foram enviados para a produção no dia 29/10, e o prazo solicitado foi de 30 dias, então acreditamos que até o final de novembro já esteja tudo instalado.

Sobre o banheiro, vou te enviar o vídeo na sequência.
(10/11) [Luiz Coimbra]: agora é esperar a cotação dos vidros e enviar para ele. Combinei com o EP o envio dessa cotação até o fim da semana 
(14/11) [Luiz Coimbra]: Sr. Luiz disse que não poderá assumir este trabalho, retomei com o Zé Guilherme para entender como procederemos
(19/11) [Luiz Coimbra]: sr luiz volta na terça 
(26/11) [Luiz Coimbra]: Tudo alinhado para execução das obras e troca dos vidros 
(26/11) [Luiz Coimbra]: Ele pagará o isufilm e pediu as cotações, aguardando envio EP
(28/11) [Luiz Coimbra]: Preciso agora enviar as cotações, eduardo levantou o preço, mas não as cotações, e preciso ajustar com a instalação dos vidros
(01/12) [Luiz Coimbra]: precisamos dessas cotações em mãos até dia 15/12 ideia é executar o serviço ainda este ano
(04/12) [Luiz Coimbra]: Foi enviado ontem para o José Guilherme o orçamento a seguir, além disso indicado que a instalação deve ocorrer no dia 15/12. Assim ainda precisamos fechar com ele o pagamento do saldo remanescente do vidro, pagamento do insulfilm e o acabamento da porta. Além disso, temos a pendência do banheiro, que está infiltrando novamente.  
(04/12) [Luiz Coimbra]: Sobre a fechadura, a ideia é transferir a fechadura da recepção para a sala 1 e comprar uma nova (que tenha trava mecânica) para a recepção. @Anonymous, na cotação do serviço com o Gninho vamos incluir:
- conserto ar life 
- manutenção ar central capital (banheiro e salão - o que precisar fazer) 
- instalação de fechadura eletrônica e sistema na recepção (melhor se tiver reconhecimento facial) 
- acrílico varanda Life
(16/12) [Luiz Coimbra]: @Anonymous, por favor atualize esta tarefa
(16/12) [Alguém]: Seguem os valores:

01 Porta de abrir p recepção conforme existente
Valor  1.800,00

01 Porta de correr p vão de 134cm.
Valor    1.500,00

02 armários com portas de correr.

Valor  2.200,00

Total 5.500,00

Genynho virá amanhã (17/12) para analisar o trabalho e definir as cotações
(17/12) [Alguém]: Cotações:

Controlador de Acesso Facial: R$ 760,00

Fechadura Eletromecanica: 222,90

Mola Áerea: 217,90
(17/12) [Alguém]: Genynho irá passar as cotações amanhã.
(17/12) [Luiz Coimbra]: Obrigado 
(18/12) [Alguém]: Orçamento Genynho:

Caso seja a instalação normal do ar condicionado: R$ 800,00

Caso seja a instalação conforme o Paulo pediu: R$ 1000,00

Troca de fechaduras e luzes: R$ 300,00 (caso feito no mesmo dia)

Ele não conseguiu entrar em contato com o pessoal do acrílico ainda.

(22/12) [Luiz Coimbra]: Pode repassar no grupo de operações, por favor
(22/12) [Alguém]: Correto, em relação ao acrílico o Gennynho falou que só deve conseguir orçar no ano que vem.
(23/12) [Alguém]: Necessário compras as lâmpadas:

- Life (2)
- Corredor (1)
- RV (2) → Necessário instalar
- Sala 2 (1)
(23/12) [Alguém]: Diego pediu para orçar a pintura do escritório após as instalações, já falei com o Gennynho:

- R$ 1.200,00
- 2 latas Suvinil 18L
(23/12) [Alguém]: Tentando contato com o Luciano (Vidro), muito díficil.
(07/01) [Alguém]: Etapa 1:
• Porta da Life
• Instalação ar condicionado life
• Instalação fechadura sala reuniao 1

Etapa 2:
• Acrilico da varanda life
• Mesa e cadeiras da varanda life

Etapa 3:
• Armario de porta de correr
• Inicio da repaginação da recepção
• Porta da recepção
(07/01) [Alguém]: Status atual: 
Geninho: aguardando confirmação do tipo da fechadura e data para conserto do ar

Luciano: instalação do vidro atrasada, aguardando confirmação de data para instalação da porta da life

Sr. Luiz: LC aguardando retorno do contato para acertar acabamento porta da sala de reunião 1, infiltração do banheiro e sala 1, buraco no teto do salão

José Guilherme: retornar sore conversa com o Sr. Luiz e acertar com ele o pagamento de R$500 remanescentes da seguradora e a instalação do insulfilm 
(07/01) [Luiz Coimbra]: Pode tocar o contato com o Sr. Luiz  (21)973429411
(07/01) [Luiz Coimbra]: Não esqueça de comprar também as lâmpadas 
(09/01) [Eduardo Parente]: Entrei em contato com o Luciano do Vidro, segundo ele na sexta feira (16/01) estará pronto.
(12/01) [Eduardo Parente]: 3° vidro quebrou, proprietário pediu para segurar a instalação para consertar a estrutura.
URGENTE: Comprar lâmpadas.
Comprar fechaduras, face scan.
Agendar vinda do Gennynho
Marcenaria, pagar sinal 50%
Enviar um report no grupo de operações.
(13/01) [Luiz Coimbra]: Atualizações: 

Lista de compras URGENTE
- lâmpadas grandes retangulares
- fechadura eletrônica
- facescan


Sr. Luiz e Zé Guilherme com o serralheiro estarão vindo na quinta 15/01 às 13h, para avaliar a falha no serviço da estrutura e fecharmos as seguintes questões:
- quando vamos instalar os 3 vidros?
- quando vamos instalar os insufilms?
- quando será finalizada a estrutura da porta? 
- quando serão fechados os buracos no teto?
- quando será consertado o teto do banheiro?
- como ele pagará os R$500 remanescentes dos vidros? 

Já foram compradas as lâmpadas pequenas (Mercado livre entrega rápida)
(13/01) [Luiz Coimbra]: compras feitas. chegam até dia 20/01
(13/01) [Eduardo Parente]: Conversei com o Luciano e a diferença do preço da marcenaria, caso feito por partes, é de 500 reais (equivalente ao frete da segunda parte)


(19/01) [Eduardo Parente]: Atualizando:

→ Material para o Gennynho realizar o serviço chegou, falta apenas o Paulo trazer o ar condicionado.
→ Não foi possível realizar a troca dos vidros na última sexta (16/01), o Luciano nem deu resposta com relação a isso, aguardando contato.
→ Marcenaria, aguardando pagamento da primeira parte.
(19/01) [Luiz Coimbra]: Tentando contato com Luciano, URGENTE instalação dos vidros. Marcenaria eu não faria o pagamento ants de eu conversar com o Luciano.
(19/01) [Luiz Coimbra]: Transformar essa atividade em projeto"
2a3c754a-47f4-8033-b27a-fef9029b3cf8,RV,Avulso,Automação das Mensagens,"GG, SM",2025-11-11,2025-11-11,Concluído,Concluída,"(10/11) [Samuel Monteiro]: Formulário pré-finalizado.
Devido as situações mais urgentes terminarei amanhã."
2a3c754a-47f4-8039-8e1a-fe9729b9c31d,B.I,Dashboard Financeiro,Dashboard Financeiro: Alterações,SM,2025-11-06,2025-11-06,Concluído,Concluída,Realizar alterações nas 4 abas.
2a3c754a-47f4-8064-a345-f585ed8a0e09,Administração,Avulso,Cadastro ABAI,LC,2025-12-15,2025-12-15,Concluído,Concluída,"(06/11) [Luiz Coimbra]: Hoje cadastro associação 
(10/11) [Luiz Coimbra]: Confirmando com o DM a sequência do cadastro e do ISS
(14/11) [Luiz Coimbra]: DBV CAPITAL ASSESSOR DE INVESTIMENTO LTDADBV CAPITAL ASSESSOR DE INVESTIMENTO LTDA

35085291000142

22620110

800

Luiz Henrique Coimbra

21975280764

lcoimbra@dbvcapital.com.br

Diego Romario Monteiro Rodrigues

dmonteiro@dbvcapital.com.br

+55 21 96507-6595

Paulo Sergio Chagas Gomes Junior

pgomes@dbvcapital.com.br

+55 21 97408-7715

contato@dbvcapital.com.br
(04/12) [Luiz Coimbra]: enviado pedido de cadastro
(10/12) [Luiz Coimbra]: Pagamento solicitado para hoje"
2a3c754a-47f4-807b-9101-f91237d6ef7d,Operações,Projeto Louvre,Revisar senhas e redirecionar,LC,2025-11-12,2025-11-12,Concluído,Concluída,"(11/11) [Luiz Coimbra]: Informada a dificuldade com 1Pass do PG
(13/11) [Luiz Coimbra]: Solucionado o acesso
(13/11) [Luiz Coimbra]: Feito"
2a3c754a-47f4-8086-933b-d286b9aa04c5,Geral,Avulso,NOVA TAREFA,Time,2026-02-02,2026-02-02,Não Iniciado,Não iniciado,
2a3c754a-47f4-808a-8df2-f344ad5d336b,Marketing,Avulso,Apresentação DBV,LC,2026-01-30,2026-01-30,Bloqueado,Stand By,"(10/11) [Luiz Coimbra]: eles falaram para eu esperar, mas eu não vou, quero até o fim da semana pelo menos já ter levantado os temas "
2a3c754a-47f4-8099-8b5a-d086eafc30ef,B.I,Avulso,Automação de Envio Missão Assessores,SM,2025-11-06,2025-11-06,Concluído,Concluída,
2a3c754a-47f4-80a5-967f-dc04ef6d6c06,Operações,Projeto Louvre,Apresentação 1Pass,"LC, EP",2025-11-17,2025-11-17,Concluído,Concluída,"(11/11) [Luiz Coimbra]: dificuldade com 1Pass PG 
(13/11) [Luiz Coimbra]: Na verdade, eu vou montar uma apresentação que também seguirá como guia institucional e ficará armazenado no OnePass
(14/11) [Luiz Coimbra]: 1. Objetivo do treinamento
Apresentar à diretoria como usar o 1Password no dia a dia e quais são as regras de conduta para armazenamento de senhas e documentos sensíveis da empresa, garantindo segurança, rastreabilidade e preparo para auditorias.
2. Agenda sugerida (macroestrutura)
1. O que é o 1Password
2. Para que serve no contexto da empresa
3. Como acessar e ativar (web, app e extensão Chrome)
4. Cofres (vaults): conceito e cofre do colaborador
5. Tipos de itens e como salvar um novo item
6. Como usar no navegador (preencher login, buscar e editar)
7. App de celular
8. Regras de conduta (o mais importante para diretoria)
3. Conteúdo por bloco (para virar slides)
3.1 O que é o 1Password
• Gerenciador de senhas corporativo, baseado em cofres (“vaults”) criptografados.
• Armazena logins, senhas, PINs, documentos e outras informações sensíveis.(WIRED)
• Modelo de segurança “zero-knowledge”: a empresa 1Password não tem acesso ao conteúdo dos cofres.(WIRED)
Mensagem para diretoria:“É o cofre digital oficial da empresa para tudo que é senha e credencial profissional.”
3.2 Para que serve (benefícios diretos para diretoria)
• Segurança: senhas fortes, únicas e criptografadas.
• Organização: todos os acessos profissionais em um único lugar.
• Produtividade: autofill em sites e apps, sem precisar decorar nada.(1password.com)
• Compliance / auditoria: política clara: “senhas profissionais só existem dentro do 1Password”.
3.3 Como acessar e ativar (conta + extensão do Chrome)
1) Acesso à conta:
• Acesso via site (1password.com) ou app de desktop.
• Login com: e-mail corporativo, senha do 1Password e Secret Key (armazenada no Emergency Kit).(1password.com)
2) Extensão do Chrome (passo a passo):(1password.com)
• Abrir o Chrome Web Store.
• Buscar por: “1Password – Password Manager”.
• Clicar em “Adicionar ao Chrome” → “Adicionar extensão”.
• Fixar o ícone na barra (clicar no ícone de quebra-cabeça → fixar 1Password).
• Fazer login na extensão com sua conta 1Password.
3) Como desbloquear a extensão do Chrome:
• Clique no ícone do 1Password.
• Digite a senha do 1Password ou use biometria (se configurada).
• Depois de desbloqueado, a extensão consegue preencher senhas e buscar itens.
3.4 O que é um cofre / cofre do colaborador
• Cofre (vault) = pasta criptografada onde ficam os itens.(WIRED)
• Cada pessoa tem:
    ◦ Cofre pessoal do colaborador: para senhas de uso profissional próprio (e.g., e-mail, sistemas, WhatsApp corporativo).
    ◦ (Opcional) Cofres compartilhados: acessos de times/diretoria que mais de uma pessoa precisa usar.
Regra importante:Senhas de uso profissional sempre devem estar em algum cofre do 1Password, nunca em planilhas, prints, bloco de notas ou navegador.
3.5 Principais tipos de itens
No dia a dia, foquem em:
1. Logins / dados de acesso (site + usuário + senha + URL).(1Password)
2. Senhas avulsas (PIN de WhatsApp corporativo, PIN de máquina, códigos de cofres físicos etc.).
3. Documentos (PDFs, contratos, emergency kit, documentos sensíveis).(WIRED)
Outros que podem ser usados:
• Cartões de crédito corporativos, dados bancários, notas seguras, etc.
3.6 Como salvar um novo item (fluxo padrão)
Via navegador (recomendado):(1Password)
1. Acessar o site do sistema.
2. Preencher usuário e senha normalmente.
3. O 1Password irá:
    ◦ Mostrar um botão “Salvar no 1Password” direto no campo, ou
    ◦ Exibir um pop-up oferecendo Salvar ou Atualizar o login.
4. Confirmar o salvamento, escolher o cofre correto (ex.: cofre do colaborador ou cofre da Diretoria).
5. Dar um nome claro ao item (ex.: “E-mail corporativo – Diretoria”, “Portal XP – Mateus”).
Via app/extensão (manual):
• Abrir o 1Password → Novo item → escolher tipo (Login, Senha, Documento) → preencher dados → salvar.
3.7 Como usar para preencher na página de login
Opção A – pela página de login:(1password.com)
1. Acessar o site desejado (ex.: portal da corretora, e-mail).
2. Clicar no campo de usuário ou senha.
3. Se o 1Password estiver desbloqueado, o ícone aparece no campo → clicar e escolher o login.
4. O 1Password preenche usuário + senha automaticamente.
Se o cofre estiver bloqueado, ele vai pedir antes a senha do 1Password / biometria.
Opção B – pela extensão (login direcionado):(Daily.dev)
1. Clicar no ícone da extensão 1Password no Chrome.
2. Buscar pelo nome do item (ex.: “WhatsApp corporativo”, “E-mail corporativo”).
3. Clicar no item e depois em “Abrir e preencher” (ou equivalente).
4. A extensão abre o site e preenche o login automaticamente.
3.8 Como editar um login salvo
1. Abrir o 1Password (app ou extensão).
2. Buscar o item pelo nome.
3. Clicar em Editar.
4. Atualizar usuário, senha, URL ou notas.
5. Salvar.
Orientação:Sempre que trocar uma senha de sistema, atualize imediatamente no 1Password.
3.9 App de celular
• Instalar o app 1Password (Android / iOS).
• Entrar com a mesma conta (usando Emergency Kit para facilitar os dados).(1password.com)
• Ativar o preenchimento automático de senhas nas configurações do sistema (em Android, via “Autofill services”; em iOS, via “Senhas e contas”).(1Password)
Benefícios:
• Acessar senhas e documentos em viagens, reuniões externas, troca de celular, etc.
• Usar biometria do celular para desbloquear o cofre com segurança.
4. Regras de conduta (política para a diretoria)
Essa é a parte “normativa” que você pode ler em voz alta e/ou deixar escrita.
4.1 Obrigatório
1. Todas as senhas de uso profissional devem ser salvas no 1Password.

Exemplos mínimos:
    ◦ PIN do WhatsApp corporativo.
    ◦ Senhas de e-mails corporativos.
    ◦ PIN/senha de acesso às máquinas (PC / notebook / celular corporativo).
    ◦ Senha de acesso ao próprio 1Password.
    ◦ Dados do Emergency Kit (arquivo PDF, código de recuperação, etc.).(1password.com)
    ◦ Logins de parceiros, portais, sistemas internos e externos.
2. Usar apenas o 1Password para armazenar senhas profissionais.
    ◦ Não usar: Excel, Notion, WhatsApp, e-mail, bloco de notas, prints, fotos, papel na mesa.
    ◦ Motivo: risco direto em auditorias e incidentes de segurança.
3. Manter logins atualizados.
    ◦ Sempre que resetar uma senha → atualizar o item no cofre.
    ◦ Não deixar itens desatualizados ou duplicados.
4. Armazenamento do Emergency Kit:(1password.com)
    ◦ É responsabilidade de cada diretor guardar seu Emergency Kit em local seguro:
        ▪ Cofre físico da empresa ou
        ▪ Pasta digital criptografada aprovada pelo TI/Compliance.
    ◦ O Emergency Kit não deve ficar salvo em e-mail aberto, pasta pública ou WhatsApp.
5. Uso para documentos sensíveis:
    ◦ O 1Password pode ser utilizado para arquivamento de documentos confidenciais (ex.: contratos estratégicos, instruções sensíveis, chaves e códigos).
    ◦ Sempre no cofre correto (pessoal ou compartilhado).
4.2 Proibido
• Guardar senhas profissionais fora do 1Password (qualquer formato).
• Compartilhar senhas por WhatsApp, e-mail, Slack/Teams, papel, etc.
• Anotar a senha do 1Password em lugar visível (post-it, agenda, foto no celular).
• Enviar o Emergency Kit em canais não seguros ou deixá-lo exposto.
4.3 Responsabilidades da diretoria
1. Ser exemplo no uso do 1Password.
    ◦ Usar sempre o cofre para cada acesso profissional.
    ◦ Cobrar o mesmo comportamento das equipes.
2. Proteger o próprio acesso ao 1Password.
    ◦ Não compartilhar a senha do 1Password com ninguém.
    ◦ Usar senha forte e, se possível, ativar biometria / 2FA.(WIRED)
3. Apoiar auditorias e compliance.
    ◦ Em caso de auditoria, todos os acessos profissionais devem estar rastreáveis no 1Password.
    ◦ Caso seja identificado uso paralelo (senhas em planilhas, etc.), isso deve ser corrigido imediatamente.

(14/11) [Luiz Coimbra]: @Anonymous avalie e veja se consegue me ajudar ainda nesta sexta adiantando que puder desta apresentação, principalmente no que tange levantar os materiais de exemplo de processos
(15/11) [Luiz Coimbra]: Esperando aprovação DM PG envio na segunda para o time máx
(17/11) [Luiz Coimbra]: Finalizada "
2a3c754a-47f4-80e7-954d-ebb15ca24885,Operações,Avulso,Backup e-mail,LC,2025-11-06,2025-11-06,Concluído,Concluída,"(06/11) [Luiz Coimbra]: BHS quer marcar uma call
(06/11) [Luiz Coimbra]: Direcionei para o Gabriel faz\er essa reunião e correção do backup. direcionado pelo e-mail"
2a3c754a-47f4-80ed-9df9-eb51d58ec63d,Operações,Projeto Louvre,Armazenar Emergency kit,LC,2025-11-06,2025-11-06,Concluído,Concluída,"(06/11) [Luiz Coimbra]: Armazenados 
Itens Restritos >01. Administração > 03. Documentos > 08. 1Pass Emergency Kit"
2a3c754a-47f4-80f2-84db-d1031cad4b80,Operações,Projeto Louvre,Ativar 1Pass,LC,2025-11-06,2025-11-06,Concluído,Concluída,"Ativar contas 1Pass RV, TC, MKT, Exp"
2a3c754a-47f4-80f3-b010-f8b8ef554fc0,B.I,Avulso,Resolver problema de Filtro: Home: A23594,SM,2025-11-06,2025-11-06,Concluído,Concluída,
2a4c754a-47f4-800f-8d76-fffa128a78ec,B.I,Avulso,Aprimoramento de Segurança Central Dashboards,SM,2025-11-07,2025-11-07,Concluído,Concluída,Adicionar métodos a mais para aprimoramento de segurança da Central de Dashboards
2a4c754a-47f4-8035-918c-cffffb672afe,B.I,Avulso,Aviso da Mudança Manuais Processuais,MN,2025-11-07,2025-11-07,Concluído,Concluída,"(14/11) [Luiz Coimbra]: Poderiam atualizar sobre esta demanda que está 7 dias atrasada? @Samuel Monteiro @Mateus Norcia 
(14/11) [Samuel Monteiro]: @Luiz Coimbra Foi alinhado uma mensagem de aviso para aos assessores, dizendo que a página de manuais processuais, foi removida e os manuais de cunho público, foram adicionados na Landing Page. Portanto, @Anonymous, realizou esta tarefa?
(14/11) [Alguém]: Resolvido! desculpa a demora! "
2a4c754a-47f4-803b-906b-c3a0e1770435,Marketing,Avulso,Proteção é o conforto que você sente quando nada sai do lugar.,RP,2025-11-20,2025-11-20,Concluído,Concluída,"Carrossel conceitual e inspirador sobre Seguro Residencial, com foco em emoção e estabilidade."
2a4c754a-47f4-804c-a410-f3fc673767d2,Auto/RE e Saúde,Desenvolvimento de Materiais Informativos Sobre Diferentes Produtos.,Material para RCP Médico,Time,2026-02-02,2026-02-02,Concluído,Concluída,(07/11) [Paulo Monteiro]: Material já pronto
2a4c754a-47f4-80a8-9a9a-eaeafe52b7f0,B.I,Avulso,Automação A60/Gcomercial,SM,2025-11-10,2025-11-10,Concluído,Concluída,(10/11) [Samuel Monteiro]: automação realizada
2a4c754a-47f4-80fe-ad94-ec504a9c2b8b,Marketing,Avulso,Você protege o lugar onde mora ou o que construiu dentro dele?,RP,2025-11-18,2025-11-18,Concluído,Concluída,(14/11) [Luiz Coimbra]: Aprovada
